A,B,C,lat_deg,lon_deg
0.26723837607825685,-0.7941530926429281,-0.5458062987880673,15.5,-55.500000000000014
0.13052619222005157,0.5031963019074659,0.8542578035295811,7.500000000000001,149.5
-0.8870108331782216,0.46032519636123925,0.0362283786480071,-62.50000000000002,94.5
0.4771587602596084,-0.30776823963135325,-0.8231635488660387,28.500000000000004,-20.5
0.23344536385590542,-0.8378222781508432,-0.4935150375908671,13.500000000000002,-59.499999999999986
0.7132504491541816,-0.5706211090262195,0.4070200814641037,45.5,-125.5
0.21643961393810288,0.5388538749419758,0.8141193984780994,12.5,146.5
0.6626200482157375,-0.6097364748560692,0.4349208007587909,41.5,-125.5
0.4771587602596084,-0.17520795248190135,0.8611745995410067,28.5,-168.5
0.3338068592337709,-0.8644588759394974,-0.3758774169033119,19.5,-66.5
0.8241261886220157,-0.054287632010208836,0.5637986149664382,55.50000000000001,-174.5
0.636078220277764,-0.6121709406814804,-0.4697352840413671,39.500000000000014,-52.499999999999986
0.5075383629607041,-0.007519037455027119,0.8615963522432756,30.5,-179.5
-0.11320321376790671,-0.548389054713043,-0.8285254836536728,-6.5,-33.5
0.21643961393810288,0.6720378237325478,0.7081801020864296,12.500000000000002,136.5
-0.07845909572784493,0.44482233416298333,0.8921755776344498,-4.499999999999999,153.5
0.7253743710122876,-0.08984830166255497,-0.682465606874722,46.5,-7.5
-0.737277336810124,0.42056479260979673,0.5287224071696315,-47.5,141.5
-0.04361938736533605,-0.9627132905401944,0.2669840243594062,-2.5000000000000027,-105.5
0.4617486132350339,0.6844393646115396,0.5642082721350999,27.5,129.5
0.21643961393810288,-0.9311100509380921,0.29357787137382907,12.500000000000002,-107.5
0.1993679344171972,-0.9795889088987216,0.025651438338467197,11.5,-91.49999999999999
0.6755902076156602,0.48853474446549483,0.5521880792120223,42.50000000000001,138.5
0.7489557207890021,-0.12075291268822702,-0.6515244142583881,48.49999999999999,-10.499999999999972
0.31730465640509214,-0.8486874249640589,-0.4231399410733063,18.500000000000004,-63.5
0.4771587602596084,-0.20515578062816872,-0.8545353258832311,28.500000000000004,-13.5
0.6225146366376195,0.3972036627685681,0.6743180091434353,38.5,149.5
-0.8241261886220157,0.44936028002610484,0.34480627018981325,-55.50000000000001,127.5
-0.9366721892483976,-0.3498740614321106,0.015275831421356578,-69.49999999999999,-92.49999999999999
0.09584575252022398,-0.4749620159800103,-0.874771213003741,5.5,-28.49999999999997
-0.636078220277764,0.7503045347256077,-0.18013218162910774,-39.5,76.5
0.6626200482157375,0.434920800758791,0.6097364748560691,41.5,144.5
0.77162458338772,-0.2637773397499954,-0.5788065457008439,50.5,-24.5
0.8241261886220157,-0.0345782735476951,0.5653497751178562,55.50000000000001,-176.5
0.636078220277764,0.3562965813173405,0.6844393646115398,39.5,152.5
0.414693242656239,-0.8071455050401161,-0.42017335492483276,24.500000000000004,-62.5
0.5075383629607041,0.6352596527282712,0.5821082233903975,30.5,132.5
0.6626200482157375,-0.3688034423907788,0.6518578775954812,41.5,-150.5
-0.11320321376790671,-0.5769701133025978,0.8088822663083949,-6.5,-144.49999999999997
-0.46174861323503397,-0.4765905732660485,-0.7480973490458728,-27.500000000000004,-32.5
0.13052619222005157,-0.9850717107161938,-0.11223474458119218,7.499999999999999,-83.5
0.04361938736533599,0.49195488198637594,0.8695273101723968,2.5,150.5
0.5519369853120581,0.5525494636245668,0.6245435569220456,33.50000000000001,138.5
0.11320321376790668,0.4892581903908735,0.8647609239136939,6.499999999999998,150.5
0.04361938736533599,-0.4613091308703497,-0.8861665954105442,2.5,-27.5
-0.8338858220671681,-0.549395976917864,-0.05290081570097807,-56.500000000000014,-84.49999999999999
0.8616291604415258,0.18601343263473974,-0.4722226093234766,59.500000000000014,21.5
0.8526401643540922,-0.1914963649300799,-0.4861418438571117,58.5,-21.5
0.07845909572784493,-0.4756878390454136,-0.8761080127940124,4.5,-28.49999999999997
0.8870108331782218,-0.04425664331068167,-0.45962281421546947,62.50000000000002,-5.5
0.5807029557109398,-0.13436781719873506,0.8029504137428571,35.500000000000014,-170.5
-0.917060074385124,-0.3734971633509706,-0.13964486720796135,-66.5,-69.5
0.6626200482157375,-0.6097364748560692,0.4349208007587909,41.5,-125.5
0.953716950748227,-0.12470066308196393,0.2736306314768553,72.50000000000001,-155.5
0.5807029557109398,-0.33760820420394705,0.7408135917238319,35.5,-155.5
0.3826834323650898,0.5876596487908318,0.7128881593744633,22.5,140.5
0.6087614290087207,0.5754781802042522,0.5461084019313954,37.5,133.5
-0.02617694830787315,0.14775876053603915,0.988676952326765,-1.5000000000000002,171.5
0.8870108331782218,-0.04425664331068167,-0.45962281421546947,62.50000000000002,-5.5
0.3338068592337709,-0.8508143382774104,-0.4058176222271006,19.5,-64.49999999999999
-0.6087614290087207,0.11726509004615722,0.7846390387991965,-37.5,171.5
0.6494480483301837,-0.40856582750148496,0.6413198867321536,40.5,-147.5
-0.2164396139381029,0.37361230700898834,0.9019798986505999,-12.500000000000002,157.5
0.23344536385590542,-0.8625026532493844,0.4489904622950873,13.500000000000002,-117.49999999999997
0.4771587602596084,-0.5103316948521573,0.7154586492151996,28.5,-144.5
