A,B,C,uot_weight,final_weight
-1.440379173585826,0.6522983094237074,1.1575213315567303,1.0345601875080126,1.0566576999743182
-1.4099859372424828,0.6879503548882344,1.1626285403889869,1.0185079804312722,1.0402626285091416
-1.3173873258251896,0.7638819754750271,1.1803042220327467,1.0143676363674057,1.036033849470036
-1.2545666910738873,0.8039633580489465,1.191383263902056,0.9945014185313436,1.0157433025310454
-1.0942660521583598,0.8868284841104511,1.2131357279771056,0.9809815703479433,0.24013382433677724
-1.0290512456191898,0.9257454599585704,1.2157073600268242,0.9782158445856688,0.23945680417203943
-0.9303040051502195,1.0319351203709217,1.1973699860614597,0.950789853454895,0.2327432140949871
-0.8971816535621066,1.0342837196847505,1.2015568155396033,0.9495853457252053,0.23244836345118633
-0.8306875308291615,1.0708033507539176,1.1961930858840846,0.9423656006012308,0.3636690511002095
-0.7973360144382566,1.1048221365894964,1.186133848175567,0.9322793117012,0.3597766434072118
-0.763928400230189,1.1062300403708314,1.188427973373344,0.9274877601330731,0.3579275319679076
-0.6634708003688223,1.1729672578561345,1.1654084416993984,0.9053945097110959,0.519815823696655
-0.6299406820791003,-1.1635956361582365,0.9663176456619177,1.5910670080293432,1.8434907847664574
-0.6299406820791003,-1.5259218008641162,0.6393967699543314,1.6915988914280782,5.347707472785742
-0.6299406820791003,-1.8906491054497312,-0.3003835977797146,1.0515269583030178,7.4526811115359
-0.6299406820791003,-1.8906491054497312,-0.3297948412541646,1.0074351040735872,7.1401807741992505
-0.5964054562120471,-1.8900172928082646,-0.2709768337801027,1.0317370133547492,7.312420181704565
-0.5964054562120471,-1.8906491054497312,-0.3003835977797146,1.0191381921670635,7.223126230701523
-0.5964054562120471,1.204931758163039,1.1516006992619725,0.8974912960246214,0.515278337011877
-0.5964054562120471,1.173268744272532,1.1658595530417928,0.896178231681024,0.514524464952777
-0.5293605408087786,1.2353216943661063,1.135568346802404,0.8836604034460697,0.2880665264307309
-0.4958712738032737,1.2653345421916116,1.119121788169241,0.8675438325380449,0.28281264769932685
-0.46241773806095826,1.2640150125519969,1.1173724239943628,0.8639267055778616,0.2816334920021659
-0.4290101238528907,1.2623663543035877,1.1151867181263033,0.8575524679517001,0.2795555393356759
-0.3623733480832198,-1.4480748907417813,-1.3322128915079048,0.9025474124508818,3.406489965264479
-0.3623733480832198,1.3186263160662584,1.0781741656868105,0.8445142300562632,0.27530517359939416
-0.3291644847290407,-1.4866720783220668,-1.2829555051625205,0.9081182795573173,3.4275161214908456
-0.3291644847290407,1.3158453587010976,1.0747607292723895,0.8341088375982098,0.2719130953192648
-0.29604213314092787,-1.5025420062423713,-1.2565208546334297,0.9090517856442778,3.4310394589619575
-0.29604213314092787,1.3127194847016141,1.0709239310997885,0.8209215977578922,0.2676141560896751
-0.26301638270803834,-1.4973610076443935,-1.2536279895461238,0.9095810124667649,3.4330369228461604
-0.23009729339388174,-1.5496279663843127,-1.1779403579465089,0.9017265306547473,1.5110777919727187
-0.23009729339388174,-1.530828222009458,-1.2023827166614827,0.9067644741114518,3.422406445696929
-0.23009729339388174,-1.5115062699198953,-1.226554797181821,0.9088301989766779,3.4302031231094565
-0.1972948926719575,1.5516998793872656,0.8979377741714235,0.8602161753506711,0.29906674761498514
-0.16461917247128943,-1.5176113425000355,-1.1955420779043164,0.9157164495957812,1.8110187384440954
-0.16461917247128943,-1.4585613492373726,-1.2666655268267821,0.9291969493154824,1.837679215720382
-0.16461917247128943,1.5719438008602642,0.8735547482755401,0.8507730691240873,0.4456469360973005
-0.16461917247128943,1.3548088375314042,1.0189715615801833,0.7823508331127238,0.1336391762735777
-0.13208008613278746,-1.4715349985523165,-1.239207765600092,0.9350020028654107,1.849159910165952
-0.13208008613278746,-1.430828980934635,-1.2855707097176328,0.9468161247568296,1.8725247805175402
-0.13208008613278746,-1.409735213872605,-1.308312263354465,0.9396140640592265,1.8582812154002715
-0.13208008613278746,-1.3881561251991998,-1.3307512716305772,0.9364726112556007,1.852068342522631
-0.13208008613278746,-1.3660982881138715,-1.3528808994066759,0.9351253297415099,1.8494038145794491
-0.13208008613278746,1.5402807869697575,0.8878136020553606,0.8350567332934518,0.2903196992293944
-0.13208008613278746,1.3497228095759066,1.0131787269163826,0.7682565324454258,0.13123162373882066
-0.09968754537736371,-1.402301387474702,-1.3036780792662745,0.9462991291347093,1.8715023147097385
-0.06745141728672552,1.3665697443154439,0.9838049128340659,0.7450797492202492,0.12727262467115097
-0.035381521297768045,1.5200576694109782,0.8698837775647094,0.7805643625008962,0.27137462871137497
-0.035381521297768045,1.3878487670221735,0.9600107170375364,0.7444658002600264,0.1271677514738008
-0.003487626211477342,-1.5919853838126576,-1.0031059546988286,0.881546162855347,0.7550022288636289
-0.003487626211477342,-1.5769349826862578,-1.0281755136846629,0.8904479469101428,0.7626261821917961
-0.003487626211477342,-0.6322356678787682,-1.769334156225801,0.7095648433433042,0.12673133656224367
-0.003487626211477342,-0.6008713190035506,-1.780679033628221,0.7039362495445723,0.12572604547183638
-0.003487626211477342,1.5124995240573549,0.863182722731229,0.7642761340915515,0.26571178763214626
