,ETHZ,FESOM,NorESM,MRI,IPSL
0,0.5700853184515006,0.6364993035462863,0.6431733231396495,0.5898686473402197,0.6753068954114404
1,0.7552000142750237,0.8224847689398864,0.8262776661846888,0.7757067496431004,0.8719368316212462
2,0.9514276867316377,1.0156183717143021,1.0144754369136217,0.9724663755646579,1.0739512136473999
3,1.1510617730538282,1.2117823907685852,1.2021184345875682,1.1742714994682761,1.2778917859550054
4,1.3594757787207672,1.4187705555900223,1.3970276907986168,1.384269412723525,1.4886270442809
5,1.5919322748154434,1.6463023400828478,1.6129596566050903,1.6126754114011024,1.7172558539364213
6,1.8461584873851726,1.895940566339057,1.858059385680416,1.8646315436598426,1.9698720375528491
7,2.1240239966204655,2.17070279422625,2.133645537091495,2.14245196809726,2.249255132690483
8,2.4413051092195808,2.4801743396150653,2.445084327977278,2.4538955863994625,2.561460764384129
9,2.8049708436881176,2.8324512376483018,2.797234890189274,2.8039561637595862,2.909591380911038
